,,,
"【方剂名】白虎汤，出自《伤寒论》

	　　","【组成】 石膏一斤，碎(50g) 知母六两(18g) ，甘草二两，炙(6g) 粳米六合(9g)。

	　　","【功效】清热生津。

	　　","【主治】阳明气分热盛证。壮热面赤，烦渴引饮，汗出恶热，脉洪大有力。

	　　"
"【方剂名】葛根芩连汤，出自《伤寒论》

	　　","【组成】葛根半斤(15g) ，炙甘草二两(6g) ，黄芩三两(9g)， 黄连三两(9g)。

	　　","【功效】解表清里。

	　　","【主治】协热下利证。身热下利，胸脘烦热，口干作渴，喘而汗出，舌红苔黄，脉数或促。

	　　"
"【方剂名】半夏厚朴汤，出自《金匮要略》。

	　　","【组成】半夏一升(12g)、厚朴三两(9g) 、茯苓四两(12g)、 生姜五两(15g) 、苏叶二两(6g)。

	　　","【功效】行气散结，降逆化痰。

	　　","【主治】梅核气。咽中如有物阻，咯吐不出，吞咽不下，胸胁满闷，或咳或呕，舌苔白润或滑腻，脉滑或弦。

	　　"
"【方剂名】九味羌活汤，出自《此事难知》。

	　　","【组成】羌活一两半(9g)、 防风一两半(9g) 、苍术一两半(9g)、 细辛五分(3g) 、川芎一两(6g) 、白芷一两(6g) 、生地黄一两(6g) 、黄芩一两(6g)、 甘草一两(6g)。

	　　","【功效】发汗祛湿，兼清里热。

	　　","【主治】外感风寒湿邪，兼有里热证。恶寒发热，肌表无汗，头痛项强，肢体酸楚疼痛，口苦微渴，苔白或微黄，脉浮。

	　　"
,,,
"【方剂名】理中丸，出自《伤寒论》

	　　","【组成】人参、干姜、甘草炙、白术各三两(各9g)。

	　　","【功效】温中祛寒，益气健脾。

	　　","【主治】

	　　1.脾胃虚寒证。脘腹疼痛，喜温喜按，呕吐下利，腹满食少，畏寒肢冷，口淡不渴，舌淡苔白，脉沉细或沉迟无力。

	　　2.阳虚失血证便血、吐血、衄血或崩漏等，血色暗淡，质清稀。

	　　3.脾胃虚寒所致的胸痹，或小儿慢惊，或病后喜唾涎沫等。

	　　"
"【方剂名】大柴胡汤，出自《金匮要略》

	　　","【组成】柴胡半斤(15g) 黄芩三两(9g) 芍药三两(9g) 半夏半升，洗(9g) 生姜五两，切(15g) 大枣十二枚，擘(5枚) 枳实四枚，炙(9g) 大黄二两(6g)

	　　","【功效】和解少阳，内泻热结。

	　　",
"【方剂名】凉膈散，出自《太平惠民和剂局方》

	　　","【组成】川大黄朴硝甘草炙各二十两(各600g)、 山栀子仁薄荷去梗黄芩各十两(各500g)、 连翘二斤半(1250g)。

	　　","【功效】泻火通便，清上泄下。

	　　","【主治】上中二焦积热证。身热口渴，面赤唇焦，胸膈烦热，口舌生疮，或咽痛吐衄，便秘溲赤，舌红苔黄，脉滑数。

	　　"
"【方剂名】大承气汤，出自《伤寒论》。

	　　","【组成】大黄四两，酒洗(12g)、厚朴八两，去皮，炙(24g) 、枳实五枚(12g)、 芒硝三合(6g)。

	　　","【功效】峻下热结。

	　　","【主治】

	　　1.阳明腑实证大便秘结不通，矢气频转，脘腹痞满而硬，疼痛拒按，日晡潮热，手足溅然汗出，谵语，舌苔焦黄起刺，或焦黑燥裂，脉沉实。

	　　2.热结旁流下利清水，色纯青而臭秽，脐腹疼痛，按之坚硬有块，口干舌燥，脉滑实。

	　　3.热厥、痉病和狂证而见有里热实证者。

	　　"
"【方剂名】苓甘五味姜辛汤，出自《金匮要略》

	　　","【组成】茯苓四两(12g)，甘草三两(9g)， 干姜三两(9g)， 细辛三两(6g) ，五味子半升(6g)

	　　","【功效】温肺化饮。

	　　","【主治】寒饮内停证。咳嗽吐痰，量多色白清稀，喜唾涎沫，胸满喘逆，舌苔白滑，脉沉迟等。

	　　"
"【方剂名】补中益气汤，出自《脾胃论》

	　　","【组成】黄芪病甚，劳倦热甚者一钱(18g)，甘草炙五分(9g)，人参去芦三分(9g)，当归酒焙干或晒干二分(3g)，橘皮不去白二分或三分(6g)，升麻二分或三分(6g)，柴胡二分或三分(6g)，白术三分(9g)。

	　　","【功效】补中益气，升阳举陷。

	　　","【主治】

	　　1.脾胃气虚证：少气懒言，体倦肢软，面色咣白，饮食减少，大便稀溏，舌淡，脉大而虚软。

	　　2.气虚发热证：身热，自汗，渴喜热饮，气短乏力，舌淡，脉虚。

	　　3.气虚下陷证：脱肛，子宫脱垂，久泻，久痢，崩漏等，气短乏力。

	　　"
"【方剂名】导赤散，出自《小儿药证直诀》

	　　","【组成】生地黄、木通、生甘草梢各等分(各30g)。

	　　","【功效】清心养阴，利水通淋。

	　　","【主治】

	　　1.心火亢盛证：心胸烦热，口渴面赤，意欲冷饮，以及口舌生疮。

	　　2.心热移于小肠：小便赤涩刺痛，舌红脉数。

	　　"
"【方剂名】苏合香丸，出自《太平惠民和剂局方》

	　　","【组成】苏合香 龙脑各～两(各30g) 麝香 安息香用无灰酒一升熬膏 青木香 香附 白檀香丁香沉香荜茇各二两(各60g) 熏陆香制，一两(30g) 白术诃黎勒煨朱砂各二两(各60g) 乌犀屑二两(水牛角代，60g)

	　　","【功效】芳香开窍，行气止痛。

	　　","【主治】寒闭证。突然昏倒，牙关紧闭，不省人事，面白肢冷，苔白脉迟；或心腹卒痛，甚则昏厥；亦治中风、中气及感受时行瘴疠之气，属于寒闭者。

	　　"
"【方剂名】黄土汤，出自《金匮要略》

	　　","【组成】甘草、干地黄、白术炮附子、阿胶、黄芩各三两(各9g) ，灶心土半斤(30g)。

	　　","【功效】温阳健脾，养血止血。

	　　","【主治】阳虚失血。大便下血，或吐血、衄血及妇人崩漏，血色暗淡，四肢不温，面色萎黄，舌淡苔白，脉沉细无力。

	　　"
,,,
"【方剂名】大定风珠，出自《温病条辨》

	　　","【组成】生白芍六钱(18g) ，阿胶三钱(9g)，生龟甲四钱(12g)， 干地黄六钱(18g)，麻仁二钱(6g)， 五味子二钱(6g) ，生牡蛎四钱(12g) ，麦冬连心六钱(18g)， 炙甘草四钱(12g)，鸡子黄生二枚(2个)， 鳖甲生四钱(12g)。

	　　","【功效】滋阴息风。

	　　","【主治】阴虚风动证。手足瘼疭，形消神倦，脉气虚弱，舌绛苔少，时时欲脱者。

	　　"
"【方剂名】桂枝汤，出自《伤寒论》

	　　","【组成】桂枝三两去皮(9g)，芍药三两(9g)，甘草二两炙(6g)，生姜三两切(9g)，大枣十二枚擘(3g)。

	　　","【功效】解肌发表，调和营卫。

	　　","【主治】外感风寒表虚证。头痛发热，汗出恶风，鼻鸣干呕，口不渴，舌苔薄白，脉浮缓或浮弱。

	　　"
"【方剂名】当归四逆汤，出自《伤寒论》

	　　","【组成】 当归三两(12g) ，桂枝三两去皮(9g) ，芍药三两(9g)， 细辛三两(3g) ，甘草二两，炙(6g)， 通草二两(6g)， 大枣二十五枚，擘(9枚)。

	　　","【功效】温经散寒，养血通脉。

	　　","【主治】血虚寒凝经脉证。手足厥寒，舌淡苔白，脉沉细或细而欲绝，或寒人经络，腰、股、腿、足疼痛等。

	　　"
"【方剂名】二陈汤，出自《太平惠民和剂局方》

	　　","【组成】 半夏汤洗七次、橘红各五两(各15g) ，白茯苓三两(9g) ，甘草炙一两半(4.5g)。

	　　","【功效】燥湿化痰，理气和中。

	　　","【主治】湿痰证。咳嗽痰多易咯，胸膈满闷，恶心呕吐，肢体困倦，头眩心悸，舌苔白腻，脉沉滑。

	　　"
"【方剂名】独活寄生汤，出自《备急千金要方》

	　　","【组成】独活三两(9g)， 桑寄生、杜仲、牛膝、细辛、秦艽、茯苓、肉桂心、防风、川芎、人参、甘草、当归、芍药、干地黄各二两(各6g)。

	　　","【功效】祛风湿，止痹痛，益肝肾，补气血。

	　　","【主治】痹证日久，肝肾不足，气血两虚。腰膝关节疼痛，屈伸不利，或麻木不仁，畏寒喜温，舌淡苔白，脉细弱。

	　　"
,,,
"【方剂名】黄连解毒汤，出自《肘后备急方》，名见《外台秘要》引崔氏方

	　　","【组成】黄连三两(9g)、黄芩、黄柏各二两(各6g)、 栀子(擘)十四枚(9g)。

	　　","【功效】泻火解毒。

	　　","【主治】三焦火毒热盛证。大热烦躁，口燥咽干，错语不眠，或热病吐血、衄血，或热甚发斑，或身热下利，或湿热黄疸，或外科疮疡疔毒，小便黄赤，舌红苔黄，脉数有力。

	　　"
"【方剂名】至宝丹，出自《太平惠民和剂局方》

	　　","【组成】生乌犀屑(水牛角代) 朱砂研飞 雄黄研飞 生玳瑁屑研 琥珀研，各一两(各30g) 麝香研龙脑研，各一分(各3g) 金箔半人药，半为衣银箔研，各五十片(各50片)牛黄研，半两(15g) 安息香一两半(45g)，为末，以无灰酒搅澄飞过，滤去沙土，约得净数一两(30g)，慢火熬成膏

	　　","【功效】清热开窍，化浊解毒。

	　　","【主治】温病痰热内闭心包证。神昏不语，身热烦躁，痰盛气粗，舌红苔黄垢腻，脉滑数，以及中风、中暑、小儿惊厥属痰热内闭者。

	　　"
"【方剂名】普济消毒饮，出自《东垣试效方》

	　　","【组成】黄芩(酒炒)、黄连(酒炒)，各五钱(各15g)， 陈皮(去白)、甘草(生用)、玄参、柴胡、桔梗各二钱(各6g) ，连翘、板蓝根、马勃、牛蒡子、薄荷各一钱(各3g)， 僵蚕、升麻各七分(各2g)

	　　","【功效】清热解毒，疏风散邪。

	　　","【主治】大头瘟。恶寒发热，头面红肿焮痛，目不能开，咽喉不利，舌燥口渴，舌红苔黄，脉浮数有力。

	　　"
"【方剂名】金锁固精丸，出自《医方集解》

	　　","【组成】沙苑蒺藜去皮、炒芡实蒸莲须各二两(各60g) 、龙骨酥炙、牡蛎盐水煮一日一夜，煅粉，各一两(各30g)。

	　　","【功效】补肾涩精。

	　　","【主治】肾虚不固之遗精证。遗精滑泄，神疲乏力，四肢酸软，腰痛耳鸣，舌淡苔白，脉细弱。

	　　"
"【方剂名】天王补心丹，出自《校注妇人良方》

	　　","【组成】生地黄酒洗，四两(120g) 人参去芦 丹参微炒玄参微炒 白茯苓去皮远志去心，炒 桔梗各五钱(各15g) 五味子 当归身酒洗 天门冬去心 麦门冬去心柏子仁炒酸枣仁各一两(各30g)

	　　","【功效】滋阴养血，补心安神。

	　　","【主治】阴虚血少，心神不宁证。心悸怔忡，虚烦失眠，梦遗健忘，不耐思虑，大便干燥，舌红少苔，脉细数。

	　　"
"【方剂名】三仁汤，出自《温病条辨》

	　　","【组成】杏仁五钱(15g)，飞滑石六钱(18g)，白通草二钱(6g)，白蔻仁二钱(6g)，竹叶二钱(6g)，厚朴二钱(6g)，生薏苡仁六钱(18g)，半夏五钱(10g)。

	　　","【功效】宣畅气机，清利湿热。

	　　","【主治】湿重于热之湿温病。头痛恶寒，身重疼痛，面色淡黄，胸闷不饥，午后身热，舌白不渴，脉弦细而濡等。

	　　"
"【方剂名】藿香正气散，出自《太平惠民和剂局方》

	　　","【组成】大腹皮、白芷、紫苏、茯苓去皮各一两(各30g)，半夏曲、白术、陈皮去白、厚朴去粗皮、姜汁炙、苦桔梗各二两(各60g) ，藿香去土三两(90g) ，甘草炙二两半(75g)。

	　　","【功效】解表化湿，理气和中。

	　　","【主治】外感风寒，内伤湿滞证。恶寒发热，头痛，脘闷食少，腹胀腹痛，恶心呕吐，肠呜泄泻，舌苔白腻，脉浮或濡缓。

	　　"
"【方剂名】玉女煎，出自《景岳全书》

	　　","【组成】石膏三至五钱(15～30g) 熟地黄三至五钱或一两(9～30g) 麦冬二钱(6g) 知母牛膝各一钱半(各5g)

	　　","【功效】清胃热，滋肾阴。

	　　","【主治】胃热阴虚证。头痛牙痛，牙齿松动，齿龈出血，烦热口渴，舌红苔黄而干，脉浮洪滑大，重按无力。亦治消渴，消谷善饥等。

	　　"
"【方剂名】紫雪，出自《外台秘要》

	　　","【组成】石膏寒水石滑石磁石各三斤(各1.5kg) 犀角屑(水牛角代) 羚羊角屑(山羊角代) 沉香青木香各五两(各150g) 玄参升麻各一斤(各500g) 甘草炙，八两(240g) 丁香一两(30g) 芒硝制，十斤(5kg) 硝石精制.四升(96g) 麝香研，五分(1.5g)朱砂飞研，三两(90g) 黄金一百两(3.lkg)

	　　","【功效】清热开窍，息风止痉。

	　　","【主治】热邪内陷心包及热盛动风证。高热烦躁，神昏谵语，痉厥抽搐，斑疹吐衄，口渴引饮，尿赤便秘，舌红绛苔干黄，脉弦数有力，以及小儿热盛惊厥。

	　　"
"【方剂名】血府逐瘀汤，出自《医林改错》

	　　","【组成】桃仁四钱(12g) 红花三钱(9g) 当归三钱(9g) 生地黄三钱(9g) 川芎一钱半(5g) 赤芍二钱(6g) 牛膝三钱(9g) 桔梗一钱半(5g) 柴胡一钱(3g) 枳壳二钱(6g)甘草一钱(3g)

	　　","【功效】活血祛瘀，行气止痛。

	　　","【主治】胸中血瘀证。胸痛，头痛日久不愈，痛如针刺而有定处，或呃逆日久不止，或内热烦闷，或心悸失眠，烦躁易怒，或人暮潮热，唇暗或两目暗黑，舌质暗红或有瘀斑，脉涩或弦紧。

	　　"
"【方剂名】旋覆代赭汤，出自《伤寒论》

	　　","【组成】旋覆花三两(9g) 人参二两(6g) 生姜五两(15g) 代赭石一两(9g) 甘草炙，三两(6g)半夏洗，半升(9g)大枣擘，12枚(4枚)

	　　","【功效】降逆化痰，益气和胃。

	　　","【主治】 胃虚痰阻证。噫气频作，心下痞，反胃呕吐，吐涎沫，舌苔白滑，脉弦而虚。

	　　"
"【方剂名】四逆汤，出自《伤寒论》

	　　","【组成】附子一枚，生用，去皮，破八片(12g) 干姜一两半(9g) 甘草二两，炙(6g)

	　　","【功效】回阳救逆。

	　　","【主治】心肾阳衰寒厥证。四肢厥冷，恶寒蜷卧，神疲欲寐，下利清谷，呕吐腹痛，舌苔白滑，脉沉细；或太阳病误汗亡阳。

	　　"
"【方剂名】四逆散，出自《伤寒论》

	　　","【组成】甘草炙枳实破，水渍，炙干柴胡 芍药各十分(各6g)

	　　","【功效】透邪解郁，疏肝理脾。

	　　","【主治】

	　　1.阳郁厥逆证手足不温，或腹痛，或泻利下重，脉弦。

	　　2.肝脾气郁证胁肋胀闷，脘腹疼痛，脉弦。

	　　"
"【方剂名】麻黄汤，出自《伤寒论》

	　　","【组成】 麻黄三两去节(9g)，桂枝二两去皮(6g)，杏仁七十个去皮尖(6g)，甘草一两炙(3g)。

	　　","【功效】发汗解表，宣肺平喘。

	　　","【主治】外感风寒表实证。恶寒发热，头身疼痛，无汗而喘，苔薄白，脉浮紧。

	　　"
"【方剂名】平胃散，出自《简要济众方》

	　　","【组成】苍术去黑皮，捣为粗末，炒黄色，四两(120g) 厚朴去粗皮，涂生姜汁，炙令香熟，三两(90g) 陈橘皮洗令净，焙干，二两(各60g) 甘草炙黄，一两(30g)

	　　","【功效】燥湿运脾，行气和胃。

	　　","【主治】湿困脾胃证。脘腹胀满，不思饮食，恶心呕吐，暧气吞酸，肢体沉重，倦怠嗜卧，大便溏薄，舌苔白腻而厚，脉缓。

	　　"
"【方剂名】麻子仁丸，出自《伤寒论》

	　　","【组成】子仁二升(20g)，芍药半斤(9g)，炙枳实半斤(9g)，去皮大黄一斤(12g)，炙厚朴一尺(9g)，杏仁一升，去皮、尖，熬，别作脂(10g)。

	　　","【功效】润肠通便。

	　　","【主治】肠胃燥热之便秘证。大便干结，小便频数，舌红少津，脉细数。

	　　"
"【方剂名】半夏白术天麻汤，出自《医学心悟》

	　　","【组成】半夏一钱五分(4.5g) 天麻茯苓橘红各一钱(各3g) 白术三钱(9g)甘草五分(1.5g)

	　　","【功效】化痰息风，健脾祛湿。

	　　","【主治】风痰上扰证。眩晕，头痛，胸闷呕恶，舌苔白腻，脉弦滑。

	　　"
"【方剂名】大黄牡丹汤，出自《金匮要略》

	　　","【组成】大黄四两(12g) 牡丹皮一两(3g) 桃仁五十个(12g) 冬瓜子半升(30g) 芒硝三合(9g)

	　　","【功效】泻热破瘀，散结消肿。

	　　","【主治】肠痈初起，尚未成脓。右少腹疼痛拒按，右足屈而不伸，伸则腹痛甚，甚则局部肿痞，时时发热，自汗恶寒，舌苔黄腻，脉滑数。

	　　"
"【方剂名】清营汤，出自《温病条辨》

	　　","【组成】犀角三钱(水牛角代30g) ，生地黄五钱(15g)， 玄参三钱(9g)， 竹叶心一钱(3g)，麦冬三钱(9g) ，丹参二钱(6g) ，黄连一钱五分(5g) ，银花三钱(9g) ，连翘二钱、连心用(6g)。

	　　","【功效】清营解毒，透热养阴。

	　　","【主治】热人营分证。身热夜甚，口渴或不渴，时有谵语，神烦少寐，斑疹隐隐，舌绛而干，脉细数。

	　　"
"【方剂名】龙胆泻肝汤，出自《医方集解》

	　　","【组成】龙胆草、酒炒(6g) ，黄芩炒(9g)， 栀子、酒炒(9g) ，泽泻(12g) ，木通(6g)，车前子(9g)， 当归、酒洗(3g) ，柴胡(6g) ，生地黄、酒炒(9g) ，生甘草(6g)(原书未注用量)。

	　　","【功效】泻肝胆实火，清下焦湿热。

	　　","【主治】

	　　1.肝胆实火上炎证头痛目赤，胁痛口苦，耳聋耳肿，舌红苔黄，脉弦数有力。

	　　2.肝经湿热下注证阴肿，阴痒，筋痿，阴汗，小便淋浊，或妇女带下黄臭等，舌红苔黄腻，脉弦数有力。

	　　"
"【方剂名】芍药汤，出自《素问病机气宜保命集》。

	　　","【组成】芍药一两(30g)， 当归半两(15g) ，黄连半两(15g) ，槟榔、木香、甘草炒各二钱(各6g)， 大黄三钱(9g) ，黄芩半两(15g)， 官桂二钱半(5g)。

	　　","【功效】清热燥湿，调气和血。

	　　","【主治】湿热痢疾。腹痛，便脓血，赤白相兼，里急后重，肛门灼热，小便短赤，舌苔黄腻，脉弦数。

	　　"
"【方剂名】十灰散，出自《十药神书》

	　　","【组成】大蓟小蓟荷叶侧柏叶茅根茜根山栀大黄牡丹皮棕榈皮各等分(各9g)

	　　","【功效】凉血止血。

	　　","【主治】血热妄行之上部出血。吐血、咯血、嗽血、衄血，血色鲜红，舌红，脉数。

	　　"
"【方剂名】 玉屏风散，出自《医方类聚》

	　　","【组成】 防风一两(30g) 黄芪蜜炙 白术各二两(各60g)

	　　","【功效】益气固表止汗。

	　　","【主治】表虚自汗证。自汗恶风，面色咣白，舌淡苔白，脉浮缓，以及虚人易感风邪者。

	　　"
"【方剂名】桑杏汤，出自《温病条辨》

	　　","【组成】桑叶一钱(3g)杏仁一钱五分(4.5g)沙参二钱( 6g)象贝一钱(3g)香豉一钱(3g) 栀皮一钱(3g) 梨皮一钱(3g)

	　　","【功效】轻宣温燥，润肺止咳。

	　　","【主治】外感温燥证。发热头痛，咽干口渴，干咳无痰，或痰少而黏，舌红，苔薄白而燥，脉浮数。

	　　"
"【方剂名】柴胡疏肝散，出自《医学统旨》

	　　","【组成】 陈皮醋炒、柴胡各二钱(各6g)， 川芎、香附、枳壳麸炒、芍药各一钱半(各5g)，甘草炙五分(3g)。

	　　","【功效】疏肝解郁，行气止痛。

	　　","【主治】肝气郁滞证。胁肋疼痛，胸闷善太息，情志抑郁，易怒，脘腹胀满，脉弦。

	　　"
"【方剂名】八珍汤《瑞竹堂经验方》

	　　","【组成】人参、白术、白茯苓、当归、川芎、白芍药熟地黄甘草炙，各一两(各30g)

	　　","【功效】益气补血。

	　　","【主治】气血两虚证。面色苍白或萎黄，头晕目眩，心悸怔忡，四肢倦怠，气短懒言，饮食减少，舌淡苔薄白，脉细弱或虚大无力。

	　　"
"【方剂名】四君子汤，出自《太平惠民和剂局方》

	　　",【组成】人参去芦 白术茯苓去皮(各9g) 甘草炙(6g)各等分 ,"【功效】益气健脾。

	　　","【主治】脾胃气虚证。面色萎白，语声低微，气短乏力，食少便溏，舌淡苔白，脉虚弱。

	　　"
,,,
"【方剂名】青蒿鳖甲汤，出自《温病条辨》

	　　","【组成】青蒿二钱(6g) ，鳖甲五钱(15g) ，细生地四钱(12g) ，知母二钱(6g) ，丹皮三钱(9g)。

	　　","【功效】养阴透热。

	　　","【主治】温病后期，邪伏阴分证。夜热早凉，热退无汗，舌红少苔，脉细数。

	　　"
"【方剂名】生化汤，出自《傅青主女科》。

	　　","【组成】全当归八钱(24g) ，川芎三钱(9g)， 桃仁去皮尖、研、十四枚(6g) ，干姜炮黑五分(2g)， 甘草炙五分(2g)。

	　　","【功效】养血祛瘀，温经止痛。

	　　","【主治】产后瘀血腹痛。恶露不行，小腹冷痛。

	　　"
"【方剂名】防己黄芪汤，出自《金匮要略》

	　　","【组成】防己一两(12g) ，黄芪去芦一两一分(15g) ，甘草炒半两(6g)， 白术七钱半( 9g)。

	　　","【功效】益气祛风，健脾利水。

	　　","【主治】风水或风湿证。汗出恶风，身重，小便不利，舌淡苔白，脉浮。

	　　"
"【方剂名】黄龙汤，出自《伤寒六书》

	　　","【组成】大黄9g芒硝9g枳实9g厚朴6g甘草3g人参6g当归9g(原书未注用量)

	　　","【功效】泻热通便，益气养血。

	　　","【主治】阳明腑实，气血不足证。自利清水，色纯青，或大便秘结，脘腹胀满，腹痛拒按，身热口渴，神倦少气，谵语，甚或循衣撮空，神昏肢厥，舌苔焦黄或焦黑，脉虚。

	　　"
"【方剂名】麻黄杏仁石膏甘草汤，出自《伤寒论》

	　　","【组成】麻黄四两去节( 9g) ，杏仁五十个去皮尖(9g)， 甘草二两炙(6g) ，石膏半斤碎、绵裹(18g)。

	　　","【功效】辛凉疏表，清肺平喘。

	　　","【主治】表邪未解，肺热咳喘证。身热不解，有汗或无汗，咳逆气急，甚则鼻煽，口渴，舌苔薄白或黄，脉浮而数。

	　　"
"【方剂名】加减葳蕤汤，出自《重订通俗伤寒论》。

	　　","【组成】生葳蕤二钱至三钱(9g) 生葱白二枚至三枚桔梗一钱至钱半(4.5g) 东白薇五分 至一钱(3g) 淡豆豉三钱至四钱(9g) 苏薄荷一钱至钱半(4.5g) 炙甘草五分(5g) 红枣2枚

	　　","【功效】滋阴解表。

	　　","【主治】素体阴虚，外感风热表证。头痛身热，微恶风寒，无汗或有汗不多，咳嗽，心烦，口渴咽干，舌红脉数。

	　　"
"【方剂名】清暑益气汤，出自《温热经纬》

	　　","【组成】西洋参(6g)， 石斛(15g) ，麦冬(9g) ，黄连(3g) ，竹叶(6g) ，荷梗(15g)，知母(6g) ，甘草(3g)，粳米(15g) ，西瓜翠衣(30g)(原书未注用量)。

	　　","【功效】清暑益气，养阴生津。

	　　","【主治】暑热气津两伤证。身热汗多，心烦口渴，小便短赤，体倦少气，精神不振，脉虚数。

	　　"
"【方剂名】小青龙汤，出自《伤寒论》

	　　","【组成】麻黄三两，去节(9g) 芍药三两(9g) 细辛三两(3g) 干姜三两(6g) 甘草三两，炙(6g) 桂枝去皮(6g) 五味子半升(6g) 半夏半升，洗(9g)

	　　","【功效】解表散寒，温肺化饮。

	　　","【主治】外寒内饮证。恶寒发热，无汗，头身疼痛，咳嗽气喘，痰多清稀，甚则咳喘不能平卧，或干呕，或头面四肢浮肿，舌苔白滑，脉浮。

	　　"
"【方剂名】归脾汤，出自《正体类要》

	　　","【组成】 白术 当归 白茯苓 黄芪炒 龙眼肉 远志 酸枣仁炒，各一钱(各3g)木香五分(1-5g) 甘草炙，三分(lg) 人参一钱(3g)

	　　","【功效】益气补血，健脾养心。

	　　","【主治】

	　　1.心脾气血两虚证，心悸怔忡，健忘失眠，盗汗虚热，神疲倦怠，面色萎黄，舌淡苔薄白，脉细弱。

	　　2.脾不统血证，便血，皮下紫癜，妇女崩漏，月经超前，量多色淡，或淋漓不止，舌淡，脉细弱。

	　　"
