,,,
" 　　麻子仁丸(脾约丸)
　　出自《伤寒论》
　　","【组成】麻子仁二升(500g) 芍药半斤(250g) 枳实炙，半斤(250g) 大黄去皮，一斤(500g)　厚朴炙，去皮一尺(250g) 杏仁去皮尖，熬，别作脂一升(250g)
　　","【功用】润肠泄热，行气通便。
　　","【主治】胃肠燥热，脾约便秘证。大便干结，小便频数。
　　"
" 　　止嗽散
　　出自《医学心悟》
　　","【组成】　桔梗炒　荆芥　紫菀蒸　百部蒸　白前蒸，各二斤(各1Kg)　甘草炒，十二两(375g)　陈皮水洗，去白，一斤(500g)
　　","【功用】　宣利肺气，疏风止咳。
　　","【主治】　风邪犯肺证。咳嗽咽痒，咯痰不爽，或微有恶风发热，舌苔薄白，脉浮缓。
　　"
" 　　香苏散
　　出自《太平惠民和剂局方》
　　","【组成】 香附子炒香，去毛 　紫苏叶各四两(120g)　甘草炙，一两(30g)　陈皮不去白，二两(60g)
　　","【功用】　疏散风寒，理气和中。
　　","【主治】 外感风寒，气郁不舒证。恶寒身热，头痛无汗，胸脘痞闷，不思饮食，舌苔薄白，脉浮。
　　"
" 　　麻黄汤
　　出自《伤寒论》
　　","【组成】 　麻黄去节，三两(9g) 桂枝去皮，二两(6g) 杏仁去皮尖，七十个(6g) 甘草炙，一两(3g)
　　","【功用】 发汗解表，宣肺平喘。
　　","【主治】 外感风寒表实证。恶寒发热，头疼身痛，无汗而喘，舌苔薄白，脉浮紧。
　　"
" 　　桑菊饮
　　出自《温病条辨》
　　","【组成】 桑叶二钱五分(7.5g)　 菊花一钱(3g) 杏仁二钱(6g)　连翘一钱五分(5g) 薄荷八分(2.5g) 苦桔梗二钱(6g)　 生甘草八分(2.5g) 苇根二钱(6g)
　　","【功用】 疏风清热，宣肺止咳。
　　","【主治】 风温初起，表热轻证。但咳，身热不甚，口微渴，脉浮数。
　　"
" 　　黄龙汤
　　出自《伤寒六书》
　　","【组成】大黄(9g) 芒硝(12g) 枳实(6g) 厚朴(3g) 当归(9g) 人参(6g) 甘草(3g)　　(原书未著用量)
　　","【功用】攻下通便，补气养血。
　　","【主治】阳明腑实，气血不足证。自利清水，色纯青，或大便秘结，脘腹胀满，腹痛拒按，谵语，身热口渴，神疲少气，谵语，甚则循衣摸床，撮空理线，神昏肢厥，舌苔焦黄或焦黑，脉虚。
　　"
" 　　温脾汤
　　出自《备急千金要方》
　　","【组成】大黄 五两(15g) 当归 干姜各三两(各9g) 附子 人参 芒硝 甘草 各二两(各6g)
　　","【功用】攻下冷积，温补脾阳。
　　","【主治】寒积里实证。腹痛便秘，脐下绞结，绕脐不止，手足不温，苔白不渴，脉沉弦而迟。
　　"
" 　　小柴胡汤
　　出自《伤寒论》
　　","【组成】 柴胡半斤(24g) 黄芩三两(9g) 人参三两(9g) 甘草三两，炙(9g) 半夏半升，洗(9g) 生姜三两，切(9g) 大枣十二枚，擘(4枚)
　　","【功用】 和解少阳。
　　","【主治】
　　1.伤寒少阳证。往来寒热，胸胁苦满，默默不欲饮食，心烦喜呕，口苦，咽干，目眩，舌苔薄白，脉弦者。
　　2.热入血室证。妇人中风，经水适断，寒热发作有时;以及疟疾、黄疸等病而见少阳证者。
　　"
" 　　济川煎
　　出自《出自景岳全书》
　　","【组成】当归 三至五钱(9～15g) 牛膝二钱(6g) 肉苁蓉 酒洗去咸，二至三钱(6～9g) 泽泻一钱半(4.5g) 升麻五分至七分或一钱(1.5～3g) 枳壳一钱(3g)
　　","【功用】温肾益精，润肠通便。
　　","【主治】肾阳虚衰，阴津不足证。大便秘结，小便清长，腰膝酸软，头目眩晕，舌淡苔白，脉沉迟。
　　"
" 　　加减葳蕤汤
　　出自《通俗伤寒论》
　　","【组成】 生葳蕤二钱至三钱(9g) 生葱白二枚至三枚(6g) 桔梗一钱至钱半(4.5g)　 东白薇五分至一钱(3g)　 淡豆豉三钱至四钱(12g)　 苏薄荷一钱至钱半(4.5g) 炙草五分(1.5g)　 红枣二枚
　　","【功用】 滋阴解表。
　　","【主治】 阴虚外感风热证。头痛身热，微恶风寒，无汗或有汗不多，咳嗽，心烦，口渴，咽干，舌红，脉数。
　　"
" 　　银翘散
　　出自《温病条辨》
　　","【组成】 连翘一两(30g)　　　银花一两(30g) 　苦桔梗六钱(18g)　　薄荷六钱(18g) 　竹叶四钱(12g)   生甘草五钱(15g) 　芥穗四钱(12g)　淡豆豉五钱(15g)　 牛蒡子六钱(18g)
　　","【功用】 辛凉透表，清热解毒。
　　","【主治】 温病初起。发热，微恶风寒，无汗或有汗不畅，头痛口渴，咳嗽咽痛，舌尖红，苔薄白或薄黄，脉浮数。
　　"
,,,
,,"【功用】 和解少阳，内泻热结。
　　","【主治】 少阳阳明合病。往来寒热，胸胁苦满，呕不止，郁郁微烦，心下痞硬，或心下满痛，大便不解或协热下利，舌苔黄，脉弦数有力。
　　"
" 　　大承气汤
　　出自《伤寒论》
　　","【组成】大黄酒洗，四两(12g) 厚朴去皮，炙，半斤(24 g) 枳实炙，五枚(12g ) 芒硝三合(9g)
　　","【功用】峻下热结。
　　","【主治】
　　1.阳明腑实证。大便不通，频转矢气，脘腹痞满，腹痛拒按，按之则硬，甚或潮热谵语，手足濈然汗出，舌苔黄燥起刺，或焦黑燥裂，脉沉实。
　　2.热结旁流证。下利清水，色纯青，其气臭秽，脐腹疼痛，按之坚硬有块，口舌干燥，脉滑实。
　　3.里热实证之热厥、痉病或发狂等。
　　"
" 　　败毒散
　　出自《太平惠民和剂局方》
　　","【组成】　柴胡去苗　　前胡去苗，洗　 川芎 枳壳去瓤，麸炒　 羌活去苗 独活去苗　　茯苓去皮　 桔梗 人参去芦　 甘草各三十两(900g)
　　","【功用】　散寒祛湿，益气解表。
　　","【主治】　气虚外感风寒湿表证。憎寒壮热，头项强痛，肢体 痛，无汗，鼻塞声重，咳嗽有痰，胸膈痞满，舌淡苔白，脉浮而按之无力。
　　"
" 　　蒿芩清胆汤
　　出自《重订通俗伤寒论》
　　","【组成】 青蒿脑钱半至二钱(4.5～6g) 淡竹茹三钱(9g) 仙半夏钱半(4.5g) 赤茯苓三钱(9g) 青子芩钱半至三钱(4.5g～9g) 生枳壳钱半(4.5g) 陈广皮钱半(4.5g) 碧玉散(滑石、甘草、青黛)包，三钱(9g)
　　","【功用】 清胆利湿，和胃化痰。
　　","【主治】 少阳湿热证。寒热如疟，寒轻热重，口苦膈闷，吐酸苦水，或呕黄涎而粘，甚则干呕呃逆，胸胁胀疼，小便黄少，舌红苔白腻，间现杂色，脉数而右滑左弦者。
　　"
" 　　达原饮
　　《温疫论》
　　","【组成】 槟榔二钱(6g) 厚朴一钱(3g) 草果仁五分(1.5g) 知母一钱(3g) 芍药一钱(3g) 黄芩一钱(3g) 甘草五分(1.5g)
　　","【功用】 开达膜原，辟秽化浊。
　　","【主治】 瘟疫或疟疾，邪伏膜原证。憎寒壮热，或一日三次，或一日一次，发无定时，胸闷呕恶，头痛烦躁，脉弦数，舌边深红，舌苔垢腻，或苔白厚如积粉。
　　"
" 　　四逆散
　　出自《伤寒论》
　　","【组成】 甘草炙 枳实破，水渍,炙干   柴胡 芍药各十分(各6g)
　　","【功用】 透邪解郁，疏肝理脾。
　　","【主治】　1.阳郁厥逆证。手足不温，或腹痛，或泄利下重，脉弦。
　　2.肝脾不和证。胁肋胀闷，脘腹疼痛，脉弦等。
　　"
" 　　逍遥散
　　《太平惠民和剂局方》
　　","【组成】 甘草微炙赤，半两(15g) 当归去苗，锉，微炒 茯苓去皮，白者 白芍药 白术 柴胡去苗，各一两(各30g)
　　","【功用】 疏肝解郁，养血健脾。
　　","【主治】 肝郁血虚脾弱证。两胁作痛，头痛目眩，口燥咽干，神疲食少，或往来寒热，或月经不调，乳房胀痛，脉弦而虚者。
　　"
" 　　痛泻要方
　　出自《丹溪心法》
　　","【组成】 白术炒，三两(90g) 白芍药炒，二两(60g) 陈皮炒，一两五钱(45g) 防风一两(30g)
　　","【功用】 补脾柔肝，祛湿止泻。
　　","【主治】 脾虚肝旺之痛泻。肠鸣腹痛，大便泄泻，泻必腹痛，泻后痛缓，舌苔薄白，脉两关不调，左弦而右缓者。
　　"
" 　　半夏泻心汤
　　出自《伤寒论》
　　","【组成】 半夏半升，洗(12g) 黄芩 干姜 人参各三两(各9g) 黄连一两(3g) 大枣十二枚，擘(4枚) 甘草三两，炙(9g)
　　","【功用】 寒热平调，消痞散结。
　　","【主治】 寒热互结之痞证。心下痞，但满而不痛，或呕吐，肠鸣下利，舌苔腻而微黄。
　　"
" 　　凉膈散
　　出自《太平惠民和剂局方》
　　","【组成】 川大黄 朴硝 甘草火监,各二十两(各600g)    山栀子仁 薄荷去梗 黄芩各十两(各300g)　 连翘二斤半(1250g)
　　","【功用】 泻火通便，清上泄下。
　　","【主治】 上中二焦邪郁生热，热聚胸膈证。烦躁口渴，面赤唇焦，胸膈烦热，口舌生疮，睡卧不宁，谵语狂妄，或咽痛吐衄，便秘溲赤，或大便不畅，舌红苔黄，脉滑数。
　　"
" 　　仙方活命饮
　　出自《校注妇人良方》
　　","【组成】 白芷六分(3g) 贝母 防风 赤芍药 当归尾 甘草节 皂角刺炒 穿山甲炙 天花粉 乳香 没药各一钱(各6g) 金银花　陈皮各三钱(9g)
　　","【功用】 清热解毒，消肿溃坚，活血止痛。
　　","【主治】 阳证痈疡肿毒初起。红肿火欣 痛，或身热凛寒，苔薄白或黄，脉数有力。
　　"
" 　　清营汤
　　出自《温病条辨》
　　","【组成】 水牛角(30g)　 生地黄五钱(15g) 元参三钱(9g)　 竹叶心一钱(3g)　 麦冬三钱(9g)　　 丹参二钱(6g)　　　 黄连一钱五分(5g)　 银花三钱(9g) 连翘二钱，连心用(6g)
　　","【功用】 清营解毒，透热养阴。
　　","【主治】 热入营分证。身热夜甚，神烦少寐，时有谵语，目常喜开或喜闭，口渴或不渴，斑疹隐隐，脉细数，舌绛而干。
　　"
" 　　黄连解毒汤
　　方出《肘后备急方》，名见《外台秘要》引崔氏方
　　","【组成】 黄连三两(9g)　 黄芩 黄柏各二两(各6g)　 栀子十四枚，擘(9g)
　　","【功用】 泻火解毒。
　　","【主治】 三焦实热火毒证。大热烦躁，口燥咽干，错语不眠;或热病吐血、衄血;或热甚发斑，或身热下利，或湿热黄疸;或外科痈疡疔毒，小便黄赤，舌红苔黄，脉数有力。
　　"
" 　　导赤散
　　出自《小儿药证直诀》
　　","【组成】 生地黄 木通 生甘草梢各等分(各6g)
　　","【功用】 清心利水养阴。
　　","【主治】 心经火热证。心胸烦热，口渴面赤，意欲冷饮，以及口舌生疮;或心热移于小肠，溲赤涩刺痛，舌红，脉数。
　　"
" 　　竹叶石膏汤
　　出自《伤寒论》
　　","【组成】 竹叶二把(6g)　 石膏一斤(50g)  半夏半升，洗(9g)   麦门冬一升，去心(20g)   人参二两(6g)   甘草二两, 炙(6g)   粳米半升(10g)
　　","【功用】 清热生津，益气和胃。
　　","【主治】 伤寒、温病、暑病余热未清，气津两伤证。身热多汗，心胸烦闷，气逆欲呕，口干喜饮，或虚烦不寐，舌红苔少，脉虚数。
　　"
" 　　白虎汤
　　出自《伤寒论》
　　","【组成】 石膏一斤,碎(50g) 知母六两(18g) 甘草二两,炙(6g) 粳米六合(9g)
　　","【功用】 清热生津。
　　","【主治】 阳明气分热盛证。壮热面赤，烦渴引饮，汗出恶热，脉洪大有力。
　　"
" 　　普济消毒饮
　　出自《东垣试效方》
　　","【组成】 黄芩酒炒 黄连酒炒,各五钱(各15g) 陈皮去白 甘草生用 玄参 柴胡 桔梗各二钱(各6g) 连翘 板蓝根 马勃 牛蒡子 薄荷各一钱(各3g) 僵蚕 升麻各七分(各2g)
　　","【功用】 清热解毒，疏风散邪。
　　","【主治】 大头瘟。恶寒发热，头面红肿焮痛，目不能开，咽喉不利，舌燥口渴，舌红苔白兼黄，脉浮数有力。
　　"
,,,
" 　　犀角地黄汤
　　出自《外台秘要》
　　","【组成】 水牛角(30g)　 生地黄八两(24g)　 芍药三两(12g) 牡丹皮二两(9g)
　　","【功用】 清热解毒，凉血散瘀。
　　","【主治】
　　1.热入血分证。身热谵语，斑色紫黑，舌绛起刺，脉细数，或喜忘如狂，漱水不欲咽，大便色黑易解等。
　　2.热伤血络证。吐血，衄血，便血，尿血等，舌红绛，脉数。
　　"
" 　　龙胆泻肝汤
　　出自《医方集解》
　　","【组成】 龙胆草酒炒(6g)　黄芩炒(9g)   栀子酒炒(9g)   泽泻(12g)  木通(6g)  当归酒炒(3g)  生地黄酒炒(9g)   柴胡(6g)  生甘草(6g)   车前子(9g) (原书无用量)
　　","【功用】 清泻肝胆实火，清利下焦湿热。
　　","【主治】
　　1.肝胆实火上炎证。头痛目赤，胁痛，口苦，耳聋，耳肿等，舌红苔黄，脉弦数有力。
　　2.肝胆湿热下注证。症见阴肿，阴痒，阴汗，小便淋浊，或妇女带下黄臭等，舌红苔黄腻，脉弦数有力。
　　"
" 　　九味羌活汤
　　张元素方，录自《此事难知》
　　","【组成】 羌活一两半(9g) 防风一两半(9g) 苍术一两半(9g) 细辛五分(3g) 川芎一两(6g) 香白芷一两(6g) 生地黄一两(6g) 黄芩一两(6g) 甘草一两(6g)
　　","【功用】 发汗祛湿，兼清里热。
　　","【主治】 外感风寒湿邪，内有蕴热证。恶寒发热，无汗，头痛项强，肢体　楚疼痛，口苦微渴，舌苔白或微黄，脉浮或浮紧。
　　"
" 　　桂枝汤
　　出自《伤寒论》
　　","【组成】 桂枝去皮,三两(9g) 芍药三两(9g) 甘草炙,二两(6g) 生姜切，三两(9g) 大枣擘,十二枚(3g)
　　","【功用】 解肌发表，调和营卫。
　　","【主治】 外感风寒表虚证。恶风发热，汗出，头痛，鼻鸣干呕，苔白不渴，脉浮缓或浮弱者。
　　"
" 　　正柴胡饮
　　出自《景岳全书》
　　","【组成】 柴胡一至三钱(9g)　　防风一钱(3g) 　陈皮一钱半(4.5g)　芍药二钱(6g)　甘草一钱(3g)　生姜三、五片
　　","【功用】 解表散寒。
　　","【主治】 外感风寒轻证。微恶风寒，发热，无汗，头痛，身痛，舌苔薄白，脉浮。
　　"
,,,
" 　　左金丸
　　出自《丹溪心法》
　　","【组成】 黄连六两(180g)　 吴茱萸一两(30g)
　　","【功用】 清泻肝火，降逆止呕。
　　","【主治】 肝火犯胃证。胁肋疼痛，嘈杂吞酸，呕吐口苦，舌红苔黄，脉弦数。
　　"
" 　　苇茎汤
　　出自《外台秘要》引《古今验录方》
　　","【组成】 苇茎切,二升,以水二斗,煮取五升,去滓(60g) 薏苡仁半升(30g)　　　 瓜瓣半升(24g) 桃仁三十枚(9g)
　　","【功用】 清肺化痰，逐瘀排脓。
　　","【主治】 肺痈，热毒壅滞，痰瘀互结证。身有微热，咳嗽痰多，甚则咳吐腥臭脓血，胸中隐隐作痛，舌红苔黄腻，脉滑数。
　　"
" 　　泻白散
　　出自《小儿药证直诀》
　　","【组成】 地骨皮 桑白皮炒，各一两(各30g)　 甘草炙，一钱(3g)
　　","【功用】 清泻肺热，平喘止咳。
　　","【主治】 肺热喘咳证。气喘咳嗽，皮肤蒸热，日晡尤甚，舌红苔黄，脉细数。
　　"
" 　　清胃散
　　出自《脾胃论》
　　","【组成】　生地黄 当归身各三分(各6g) 牡丹皮半钱(9g) 黄连六分，夏月倍之。(6g)　 升麻一钱(9g)
　　","【功用】　清胃凉血。
　　","【主治】 胃火牙痛。牙痛牵引头疼，面颊发热，其齿喜冷恶热;或牙宣出血;或牙龈红肿溃烂;或唇舌腮颊肿痛;口气热臭，口干舌燥，舌红苔黄，脉滑数。
　　"
" 　　玉女煎
　　出自《景岳全书》
　　","【组成】 石膏三至五钱(9～15g)  熟地三至五钱或一两(9～30g)  麦冬二钱(6g)   知母、牛膝各一钱半(各5g)
　　","【功用】 清胃热，滋肾阴。
　　","【主治】 胃热阴虚证。头痛，牙痛，齿松牙衄，烦热干渴，舌红苔黄而干。亦治消渴，消谷善饥等。
　　"
" 　　葛根芩连汤
　　出自《伤寒论》
　　","【组成】 葛根半斤(15g) 甘草二两炙(6g) 黄芩三两(9g)　 黄连三两(9g)
　　","【功用】解表清里。
　　","【主治】协热下利。身热下利，胸脘烦热，口干作渴，喘而汗出，舌红苔黄，脉数或促。
　　"
" 　　芍药汤
　　出自《素问病机气宜保命集》
　　","【组成】　芍药一两(30g) 当归半两(15g) 黄连半两(15g)　 槟榔 木香 甘草炒，各二钱(各6g) 大黄三钱(9g) 黄芩半两(15g) 官桂二钱半(5g)
　　","【功用】 清热燥湿，调气和血。
　　","【主治】 湿热痢疾。腹痛，便脓血，赤白相兼，里急后重，肛门灼热，小便短赤，舌苔黄腻，脉弦数。
　　"
" 　　白头翁汤
　　出自《伤寒论》
　　","【组成】　白头翁二两(15g) 黄柏三两(12g) 黄连三两(6g) 秦皮三两(12g)
　　","【功用】　清热解毒，凉血止痢。
　　","【主治】　热毒痢疾。腹痛，里急后重，肛门灼热，下痢脓血，赤多白少，渴欲饮水，舌红苔黄，脉弦数。
　　"
" 　　青蒿鳖甲汤
　　出自《温病条辨》
　　","【组成】 青蒿二钱(6g)　 鳖甲五钱(15g)　 细生地四钱(12g)    知母二钱(6g)　　丹皮三钱(9g)
　　","【功用】 养阴透热。
　　","【主治】 温病后期，邪伏阴分证。夜热早凉，热退无汗，舌红苔少，脉细数。
　　"
" 　　清骨散
　　出自《证治准绳》
　　","【组成】　银柴胡一钱五分(5g)　 胡黄连 秦艽 鳖甲醋炙 地骨皮 青蒿 知母各一钱(各3g) 甘草五分(2g)
　　","【功用】 清虚热，退骨蒸。
　　","【主治】 肝肾阴虚，虚火内扰证。骨蒸潮热，或低热日久不退，形体消瘦，唇红颧赤，困倦盗汗，或口渴心烦，舌红少苔，脉细数等。
　　"
" 　　当归六黄汤
　　出自《兰室秘藏》
　　","【组成】　当归　生地黄　黄芩　黄柏　黄连　熟地黄各等分(各6g) 黄芪加一倍(12g)
　　","【功用】　滋阴泻火，固表止汗。
　　","【主治】　阴虚火旺盗汗。发热盗汗，面赤心烦，口干唇燥，大便干结，小便黄赤，舌红苔黄，脉数。
　　"
,,,
" 　　清络饮
　　出自《温病条辨》
　　","【组成】 鲜荷叶边二钱(6g)　 鲜银花二钱(6g) 丝瓜皮二钱(6g) 西瓜翠衣二钱(6g) 鲜扁豆花一枝(6g) 鲜竹叶心二钱(6g)
　　","【功用】 祛暑清热。
　　","【主治】 暑伤肺经气分轻证。身热口渴不甚，头目不清，昏眩微胀，舌淡红，苔薄白。
　　"
" 　　清暑益气汤
　　出自《温热经纬》
　　","【组成】 西洋参(5g)　 石斛(15g)　 麦冬(9g)　 黄连(3g) 竹叶(6g) 荷梗(15g)　　 知母(6g) 甘草(3g) 粳米(15g)　 西瓜翠衣(30g)(原书未著用量)
　　","【功用】 清暑益气，养阴生津。
　　","【主治】 暑热气津两伤证。身热汗多，口渴心烦，小便短赤，体倦少气，精神不振，脉虚数。
　　"
" 　　六一散
　　出自《黄帝素问宣明论方》
　　","【组成】　滑石六两(180g) 甘草一两(30g)
　　","【功用】 清暑利湿。
　　","【主治】 暑湿证。身热烦渴，小便不利，或泄泻。
　　"
" 　　香薷散
　　出自《太平惠民和剂局方》
　　","【组成】 香薷去土一斤　(500g) 白扁豆微炒 厚朴去粗皮姜制,各半斤(各250g)
　　","【功用】 祛暑解表，化湿和中。
　　","【主治】 阴暑。恶寒发热，头重身痛，无汗，腹痛吐泻，胸脘痞闷，舌苔白腻，脉浮。
　　"
" 　　桂苓甘露散
　　出自《黄帝素问宣明论方》
　　","【组成】　茯苓一两(30g)　甘草二两，炙(60g)  白术半两(15g)  泽泻一两(30g)  桂去皮,二两(15g)  石膏二两(60g)  寒水石二两(60g)　滑石四两(120g)  猪苓半两(15g)
　　","【功用】　清暑解热，化气利湿。
　　","【主治】　暑湿证。发热头痛，烦渴引饮，小便不利，及霍乱吐下。
　　"
,,,
" 　　理中丸
　　出自《伤寒论》
　　","【组成】 人参 干姜 甘草炙 白术各三两(各90g)
　　","【功用】温中祛寒，补气健脾。
　　","【主治】
　　1. 脾胃虚寒证。脘腹绵绵作痛，喜温喜按，呕吐，大便稀溏，脘痞食少，畏寒肢冷，口不渴，舌淡苔白润，脉沉细或沉迟无力。
　　2.脾阳虚失血证。便血、吐血、衄血或崩漏等，血色暗淡，质清稀。
　　3.脾胃虚寒所致的胸痹，兼见胸脘痞满，逆气上冲心胸;或病后多涎唾;或小儿慢惊等。
　　"
" 　　吴茱萸汤
　　出自《伤寒论》
　　","【组成】 吴茱萸一升，洗(9g)　人参三两(9g)　生姜六两，切(18g) 大枣十二枚，擘　(4枚)
　　","【功用】 温中补虚，降逆止呕。
　　","【主治】 肝胃虚寒，浊阴上逆证。食后泛泛欲呕，或呕吐酸水，或干呕，或吐清涎冷沫，胸满脘痛，巅顶头痛，畏寒肢凉，甚则伴手足逆冷，大便泄泻，烦躁不宁，舌淡苔白滑，脉沉弦或迟。
　　"
" 　　当归四逆汤
　　出自《伤寒论》
　　","【组成】 当归三两(12g) 桂枝三两，去皮(9g)　 芍药三两(9g) 细辛三两(3g)　 甘草二两，炙(6g)　 通草二两(6g) 大枣二十五枚，擘(8枚)
　　","【功用】温经散寒，养血通脉。
　　","【主治】血虚寒厥证。手足厥寒，或腰、股、腿、足、肩臂疼痛，口不渴，舌淡苔白，脉沉细或细而欲绝。
　　"
" 　　回阳救急汤
　　出自《伤寒六书》
　　","【组成】 熟附子(9g)　 干姜(6g) 人参(6g)　　甘草炙(6g)　　　白术炒(9g)　　肉桂(3g) 陈皮(6g)　五味子(3g)　　　茯苓(9g) 半夏制(9g)
　　","【功用】回阳固脱，益气生脉。
　　","【主治】寒邪直中三阴，真阳衰微证。四肢厥冷，神衰欲寐，恶寒踡卧，吐泻腹痛，口不渴，甚则身寒战栗，或指甲口唇青紫，或吐涎沫，舌淡苔白，脉沉微，甚或无脉。
　　"
" 　　小建中汤
　　出自《伤寒论》
　　","【组成】　桂枝三两，去皮(9g) 甘草二两，炙(6g)　大枣十二枚，擘(6枚)芍药六两，(18g) 生姜三两，切(9g)胶饴一升(30g)
　　","【功用】　温中补虚，和里缓急。
　　","【主治】　中焦虚寒，肝脾不和证。腹中拘急疼痛，喜温喜按，神疲乏力，虚怯少气;或心中悸动，虚烦不宁，面色无华;或伴四肢酸楚，手足烦热，咽干口燥;舌淡苔白，脉细弦。
　　"
" 　　阳和汤
　　《外科证治全生集》
　　","【组成】 熟地黄一两(30g) 麻黄五分(2g)　　鹿角胶三钱(9g) 白芥子二钱，炒研(6g) 肉桂一钱去皮，研粉(3g) 生甘草一钱(3g) 炮姜炭五分(2g)
　　","【功用】温阳补血，散寒通滞。
　　","【主治】阴疽。如贴骨疽、脱疽、流注、痰核、鹤膝风等属阴寒证者。症见患处漫肿无头，皮色不变，酸痛无热，口中不渴，舌淡苔白，脉沉细或迟细。
　　"
" 　　四逆汤
　　出自《伤寒论》
　　","【组成】甘草二两，炙(6g)　　干姜一两半(6g)　　附子一枚，生用，去皮，破八片(15g)
　　","【功用】回阳救逆。
　　","【主治】心肾阳虚寒厥证。四肢厥逆，恶寒踡卧，神衰欲寐，面色苍白，腹痛下利，呕吐不渴，舌苔白滑，脉微细。
　　"
,,,
" 　　四君子汤
　　出自《太平惠民和剂局方》
　　","【组成】　人参去芦 白术 茯苓去皮(各9g) 甘草炙(6g)各等分
　　","【功用】　益气健脾。
　　","【主治】 脾胃气虚证。面色萎白，语声低微，气短乏力，食少便溏，舌淡苔白，脉虚弱。
　　"
